# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	7/21/1999			293			1.56
USGS	2087500	7/22/1999			282			1.54
USGS	2087500	7/23/1999			281			1.53
USGS	2087500	7/24/1999			273			1.51
USGS	2087500	7/25/1999			329			1.65
USGS	2087500	7/26/1999			313			1.61
USGS	2087500	7/27/1999			243			1.44
USGS	2087500	7/28/1999			264			1.49
USGS	2087500	7/29/1999			316			1.62
USGS	2087500	7/30/1999			287			1.55
USGS	2087500	7/31/1999			258			1.48
USGS	2087500	8/1/1999			246			1.44
USGS	2087500	8/2/1999			216			1.37
USGS	2087500	8/3/1999			275			1.52
USGS	2087500	8/4/1999			318			1.62
USGS	2087500	8/5/1999			296			1.57
USGS	2087500	8/6/1999			282			1.54
USGS	2087500	8/7/1999			273			1.51
USGS	2087500	8/8/1999			271			1.51
USGS	2087500	8/9/1999			301			1.58
USGS	2087500	8/10/1999			340			1.68
USGS	2087500	8/11/1999			290			1.56
USGS	2087500	8/12/1999			283			1.54
USGS	2087500	8/13/1999			199			1.31
USGS	2087500	8/14/1999			285			1.54
USGS	2087500	8/15/1999			915			2.83
USGS	2087500	8/16/1999			447			1.92
USGS	2087500	8/17/1999			341			1.68
USGS	2087500	8/18/1999			331			1.66
USGS	2087500	8/19/1999			312			1.61
USGS	2087500	8/20/1999			302			1.58
USGS	2087500	8/21/1999			735			2.46
USGS	2087500	8/22/1999			547			2.13
USGS	2087500	8/23/1999			354			1.71
USGS	2087500	8/24/1999			307			1.6
USGS	2087500	8/25/1999			290			1.56
USGS	2087500	8/26/1999			755			2.48
USGS	2087500	8/27/1999			1120			3.2
USGS	2087500	8/28/1999			534			2.1
USGS	2087500	8/29/1999			395			1.8
USGS	2087500	8/30/1999			337			1.67
USGS	2087500	8/31/1999			321			1.63
USGS	2087500	9/1/1999			283			1.54
USGS	2087500	9/2/1999			266			1.5
USGS	2087500	9/3/1999			256			1.47
USGS	2087500	9/4/1999			265			1.49
USGS	2087500	9/5/1999			3110			5.95
USGS	2087500	9/6/1999			7140			10.99
USGS	2087500	9/7/1999			6470			10.23
USGS	2087500	9/8/1999			2580			5.45
USGS	2087500	9/9/1999			3180			6.28
USGS	2087500	9/10/1999			4480			7.94
USGS	2087500	9/11/1999			3610			6.85
USGS	2087500	9/12/1999			3230			6.36
USGS	2087500	9/13/1999			3040			6.1
USGS	2087500	9/14/1999			2940			5.96
USGS	2087500	9/15/1999			2550			5.35
USGS	2087500	9/16/1999			14500			
USGS	2087500	9/17/1999			19700			20.2
USGS	2087500	9/18/1999			11800			14.75
USGS	2087500	9/19/1999			2800			5.75
USGS	2087500	9/20/1999			1870			4.43
USGS	2087500	9/21/1999			1640			4.07
USGS	2087500	9/22/1999			2040			4.68
USGS	2087500	9/23/1999			1420			3.71
USGS	2087500	9/24/1999			881			2.79
USGS	2087500	9/25/1999			1760			4.24
USGS	2087500	9/26/1999			2840			5.82
USGS	2087500	9/27/1999			3830			7.11
USGS	2087500	9/28/1999			7430			11.27
USGS	2087500	9/29/1999			8850			12.68
USGS	2087500	9/30/1999			5030			8.59
USGS	2087500	10/1/1999			3230			6.35
USGS	2087500	10/2/1999			2270			5.02
USGS	2087500	10/3/1999			3100			6.17
USGS	2087500	10/4/1999			3560			6.79
USGS	2087500	10/5/1999			3480			6.69
USGS	2087500	10/6/1999			3740			7.02
USGS	2087500	10/7/1999			4220			7.63
USGS	2087500	10/8/1999			5050			8.63
USGS	2087500	10/9/1999			5700			9.39
USGS	2087500	10/10/1999			5930			9.65
USGS	2087500	10/11/1999			6320			10.09
USGS	2087500	10/12/1999			6350			10.13
USGS	2087500	10/13/1999			6360			10.13
USGS	2087500	10/14/1999			6310			10.08
USGS	2087500	10/15/1999			6540			10.33
USGS	2087500	10/16/1999			4360			7.62
USGS	2087500	10/17/1999			1190			3.26
USGS	2087500	10/18/1999			3530			6.74
USGS	2087500	10/19/1999			1470			3.8
USGS	2087500	10/20/1999			1550			3.88
USGS	2087500	10/21/1999			2520			5.39
USGS	2087500	10/22/1999			1410			3.71
USGS	2087500	10/23/1999			963			2.94
USGS	2087500	10/24/1999			1510			3.86
USGS	2087500	10/25/1999			2470			5.31
USGS	2087500	10/26/1999			3280			6.43
USGS	2087500	10/27/1999			4010			7.36
USGS	2087500	10/28/1999			4440			7.89
USGS	2087500	10/29/1999			4530			8.01
USGS	2087500	10/30/1999			4540			8.02
USGS	2087500	10/31/1999			4540			8.02
USGS	2087500	11/1/1999			4540			8.02
USGS	2087500	11/2/1999			4670			8.18
USGS	2087500	11/3/1999			4890			8.44
USGS	2087500	11/4/1999			4330			7.76
USGS	2087500	11/5/1999			2960			5.98
USGS	2087500	11/6/1999			1910			4.5
USGS	2087500	11/7/1999			1800			4.32
USGS	2087500	11/8/1999			1770			4.28
USGS	2087500	11/9/1999			1750			4.24
USGS	2087500	11/10/1999			1460			3.79
USGS	2087500	11/11/1999			1370			3.64
USGS	2087500	11/12/1999			1340			3.59
USGS	2087500	11/13/1999			912			2.84
USGS	2087500	11/14/1999			832			2.7
USGS	2087500	11/15/1999			822			2.68
USGS	2087500	11/16/1999			545			2.13
USGS	2087500	11/17/1999			466			1.96
USGS	2087500	11/18/1999			453			1.93
USGS	2087500	11/19/1999			451			1.93
USGS	2087500	11/20/1999			452			1.93
USGS	2087500	11/21/1999			458			1.94
USGS	2087500	11/22/1999			464			1.96
USGS	2087500	11/23/1999			462			1.95
USGS	2087500	11/24/1999			458			1.94
USGS	2087500	11/25/1999			460			1.95
USGS	2087500	11/26/1999			462			1.95
USGS	2087500	11/27/1999			739			2.52
USGS	2087500	11/28/1999			577			2.2
USGS	2087500	11/29/1999			516			2.07
USGS	2087500	11/30/1999			482			2
USGS	2087500	12/1/1999			456			1.94
USGS	2087500	12/2/1999			452			1.93
USGS	2087500	12/3/1999			452			1.93
USGS	2087500	12/4/1999			448			1.92
USGS	2087500	12/5/1999			445			1.92
USGS	2087500	12/6/1999			493			2.02
USGS	2087500	12/7/1999			669			2.38
USGS	2087500	12/8/1999			514			2.06
USGS	2087500	12/9/1999			474			1.98
USGS	2087500	12/10/1999			466			1.96
USGS	2087500	12/11/1999			511			2.06
USGS	2087500	12/12/1999			483			2
USGS	2087500	12/13/1999			468			1.96
USGS	2087500	12/14/1999			1480			3.7
USGS	2087500	12/15/1999			1910			4.46
USGS	2087500	12/16/1999			1000			3
USGS	2087500	12/17/1999			745			2.53
USGS	2087500	12/18/1999			1500			3.84
USGS	2087500	12/19/1999			1700			4.18
USGS	2087500	12/20/1999			1750			4.25
USGS	2087500	12/21/1999			1690			4.16
USGS	2087500	12/22/1999			1690			4.15
USGS	2087500	12/23/1999			1170			3.29
USGS	2087500	12/24/1999			783			2.59
USGS	2087500	12/25/1999			541			2.12
USGS	2087500	12/26/1999			514			2.07
USGS	2087500	12/27/1999			518			2.07
USGS	2087500	12/28/1999			510			2.06
USGS	2087500	12/29/1999			503			2.04
USGS	2087500	12/30/1999			492			2.02
USGS	2087500	12/31/1999			489			2.01
USGS	2087500	1/1/2000			483			2
USGS	2087500	1/2/2000			464			1.96
USGS	2087500	1/3/2000			474			1.98
USGS	2087500	1/4/2000			523			2.08
USGS	2087500	1/5/2000			789			2.61
USGS	2087500	1/6/2000			617			2.28
USGS	2087500	1/7/2000			541			2.12
USGS	2087500	1/8/2000			1150			3.27
USGS	2087500	1/9/2000			1340			3.59
USGS	2087500	1/10/2000			2660			5.5
USGS	2087500	1/11/2000			3770			7.03
USGS	2087500	1/12/2000			2210			4.94
USGS	2087500	1/13/2000			1830			4.37
USGS	2087500	1/14/2000			1650			4.09
USGS	2087500	1/15/2000			1540			3.91
USGS	2087500	1/16/2000			1890			4.47
USGS	2087500	1/17/2000			2480			5.33
USGS	2087500	1/18/2000			2510			5.37
USGS	2087500	1/19/2000			2460			5.3
USGS	2087500	1/20/2000			1180			
USGS	2087500	1/21/2000			807			2.65
USGS	2087500	1/22/2000			644			2.33
USGS	2087500	1/23/2000			635			2.31
USGS	2087500	1/24/2000			850			2.73
USGS	2087500	1/25/2000			1100			3.18
USGS	2087500	1/26/2000			1060			3.11
USGS	2087500	1/27/2000			891			2.8
USGS	2087500	1/28/2000			834			2.7
USGS	2087500	1/29/2000			758			2.56
USGS	2087500	1/30/2000			902			2.81
USGS	2087500	1/31/2000			3040			6.09
USGS	2087500	2/1/2000			2270			5.03
USGS	2087500	2/2/2000			1710			4.18
USGS	2087500	2/3/2000			2920			5.93
USGS	2087500	2/4/2000			3360			6.53
USGS	2087500	2/5/2000			3340			6.5
USGS	2087500	2/6/2000			3160			6.26
USGS	2087500	2/7/2000			3060			6.13
USGS	2087500	2/8/2000			2970			6.01
USGS	2087500	2/9/2000			2880			5.89
USGS	2087500	2/10/2000			2850			5.84
USGS	2087500	2/11/2000			3090			6.16
USGS	2087500	2/12/2000			3490			6.69
USGS	2087500	2/13/2000			4310			7.74
USGS	2087500	2/14/2000			2810			5.77
USGS	2087500	2/15/2000			1540			3.9
USGS	2087500	2/16/2000			1750			4.23
USGS	2087500	2/17/2000			3100			6.17
USGS	2087500	2/18/2000			3710			6.97
USGS	2087500	2/19/2000			3950			7.28
USGS	2087500	2/20/2000			3790			7.08
USGS	2087500	2/21/2000			3640			6.89
USGS	2087500	2/22/2000			3550			6.78
USGS	2087500	2/23/2000			3480			6.69
USGS	2087500	2/24/2000			3440			6.63
USGS	2087500	2/25/2000			2740			5.67
USGS	2087500	2/26/2000			1590			4
USGS	2087500	2/27/2000			1480			3.81
USGS	2087500	2/28/2000			1660			4.1
USGS	2087500	2/29/2000			1610			4.02
USGS	2087500	3/1/2000			1530			3.91
USGS	2087500	3/2/2000			1480			3.83
USGS	2087500	3/3/2000			1440			3.75
USGS	2087500	3/4/2000			963			2.94
USGS	2087500	3/5/2000			910			2.84
USGS	2087500	3/6/2000			869			2.77
USGS	2087500	3/7/2000			843			2.72
USGS	2087500	3/8/2000			612			2.27
USGS	2087500	3/9/2000			583			2.21
USGS	2087500	3/10/2000			571			2.18
USGS	2087500	3/11/2000			558			2.16
USGS	2087500	3/12/2000			832			2.69
USGS	2087500	3/13/2000			646			2.34
USGS	2087500	3/14/2000			542			2.12
USGS	2087500	3/15/2000			488			2.01
USGS	2087500	3/16/2000			531			2.1
USGS	2087500	3/17/2000			1280			3.49
USGS	2087500	3/18/2000			723			2.49
USGS	2087500	3/19/2000			582			2.21
USGS	2087500	3/20/2000			623			2.29
USGS	2087500	3/21/2000			1350			3.61
USGS	2087500	3/22/2000			938			2.89
USGS	2087500	3/23/2000			2310			5.06
USGS	2087500	3/24/2000			3240			6.37
USGS	2087500	3/25/2000			3340			6.51
USGS	2087500	3/26/2000			3310			6.46
USGS	2087500	3/27/2000			3280			6.42
USGS	2087500	3/28/2000			3540			6.76
USGS	2087500	3/29/2000			2960			6
USGS	2087500	3/30/2000			1590			3.99
USGS	2087500	3/31/2000			1360			3.62
USGS	2087500	4/1/2000			1290			3.51
USGS	2087500	4/2/2000			1260			3.45
USGS	2087500	4/3/2000			1230			3.41
USGS	2087500	4/4/2000			693			2.42
USGS	2087500	4/5/2000			537			2.11
USGS	2087500	4/6/2000			512			2.06
USGS	2087500	4/7/2000			503			2.04
USGS	2087500	4/8/2000			517			2.07
USGS	2087500	4/9/2000			1050			3.08
USGS	2087500	4/10/2000			720			2.48
USGS	2087500	4/11/2000			591			2.23
USGS	2087500	4/12/2000			574			2.19
USGS	2087500	4/13/2000			562			2.16
USGS	2087500	4/14/2000			740			2.52
USGS	2087500	4/15/2000			1470			3.78
USGS	2087500	4/16/2000			1770			4.28
USGS	2087500	4/17/2000			1620			4.04
USGS	2087500	4/18/2000			2160			4.85
USGS	2087500	4/19/2000			1950			4.55
USGS	2087500	4/20/2000			2810			5.78
USGS	2087500	4/21/2000			3150			6.25
USGS	2087500	4/22/2000			3060			6.13
USGS	2087500	4/23/2000			3000			6.05
USGS	2087500	4/24/2000			2940			5.97
USGS	2087500	4/25/2000			2520			5.39
USGS	2087500	4/26/2000			2500			5.36
USGS	2087500	4/27/2000			1890			4.46
USGS	2087500	4/28/2000			1550			3.93
USGS	2087500	4/29/2000			1480			3.82
USGS	2087500	4/30/2000			1610			4.02
USGS	2087500	5/1/2000			1030			3.05
USGS	2087500	5/2/2000			2280			5.02
USGS	2087500	5/3/2000			2580			5.47
USGS	2087500	5/4/2000			2490			5.35
USGS	2087500	5/5/2000			1340			3.57
USGS	2087500	5/6/2000			901			2.82
USGS	2087500	5/7/2000			895			2.81
USGS	2087500	5/8/2000			879			2.78
USGS	2087500	5/9/2000			843			2.72
USGS	2087500	5/10/2000			824			2.68
USGS	2087500	5/11/2000			819			2.67
USGS	2087500	5/12/2000			769			2.58
USGS	2087500	5/13/2000			661			2.37
USGS	2087500	5/14/2000			614			2.27
USGS	2087500	5/15/2000			604			2.25
USGS	2087500	5/16/2000			589			2.22
USGS	2087500	5/17/2000			540			2.12
USGS	2087500	5/18/2000			524			2.08
USGS	2087500	5/19/2000			436			1.89
USGS	2087500	5/20/2000			363			1.73
USGS	2087500	5/21/2000			380			1.77
USGS	2087500	5/22/2000			652			2.34
USGS	2087500	5/23/2000			608			2.25
USGS	2087500	5/24/2000			447			1.92
USGS	2087500	5/25/2000			407			1.83
USGS	2087500	5/26/2000			377			1.76
USGS	2087500	5/27/2000			378			1.76
USGS	2087500	5/28/2000			348			1.7
USGS	2087500	5/29/2000			548			2.12
USGS	2087500	5/30/2000			525			2.08
USGS	2087500	5/31/2000			413			1.84
USGS	2087500	6/1/2000			386			1.78
USGS	2087500	6/2/2000			366			1.74
USGS	2087500	6/3/2000			356			1.71
USGS	2087500	6/4/2000			912			2.8
USGS	2087500	6/5/2000			616			2.27
USGS	2087500	6/6/2000			493			2.02
USGS	2087500	6/7/2000			428			1.88
USGS	2087500	6/8/2000			402			1.82
USGS	2087500	6/9/2000			373			1.75
USGS	2087500	6/10/2000			357			1.72
USGS	2087500	6/11/2000			349			1.7
USGS	2087500	6/12/2000			339			1.67
USGS	2087500	6/13/2000			332			1.66
USGS	2087500	6/14/2000			407			1.82
USGS	2087500	6/15/2000			849			2.72
USGS	2087500	6/16/2000			460			1.95
USGS	2087500	6/17/2000			381			1.77
USGS	2087500	6/18/2000			395			1.8
USGS	2087500	6/19/2000			467			1.96
USGS	2087500	6/20/2000			406			1.83
USGS	2087500	6/21/2000			407			1.83
USGS	2087500	6/22/2000			373			1.75
USGS	2087500	6/23/2000			359			1.72
USGS	2087500	6/24/2000			333			1.66
USGS	2087500	6/25/2000			314			1.62
USGS	2087500	6/26/2000			313			1.61
USGS	2087500	6/27/2000			306			1.6
USGS	2087500	6/28/2000			309			1.6
USGS	2087500	6/29/2000			664			2.36
USGS	2087500	6/30/2000			579			2.19
USGS	2087500	7/1/2000			381			1.77
USGS	2087500	7/2/2000			389			1.79
USGS	2087500	7/3/2000			329			1.65
USGS	2087500	7/4/2000			309			1.6
USGS	2087500	7/5/2000			381			1.76
USGS	2087500	7/6/2000			436			1.89
USGS	2087500	7/7/2000			344			1.69
USGS	2087500	7/8/2000			380			1.77
USGS	2087500	7/9/2000			302			1.59
USGS	2087500	7/10/2000			327			1.65
USGS	2087500	7/11/2000			308			1.6
USGS	2087500	7/12/2000			339			1.67
USGS	2087500	7/13/2000			377			1.76
USGS	2087500	7/14/2000			350			1.7
USGS	2087500	7/15/2000			935			2.78
USGS	2087500	7/16/2000			956			2.9
USGS	2087500	7/17/2000			614			2.27
USGS	2087500	7/18/2000			523			2.08
USGS	2087500	7/19/2000			374			1.76
USGS	2087500	7/20/2000			344			1.69
USGS	2087500	7/21/2000			331			1.66
USGS	2087500	7/22/2000			354			1.71
USGS	2087500	7/23/2000			326			1.64
USGS	2087500	7/24/2000			1360			3.46
USGS	2087500	7/25/2000			1390			3.64
USGS	2087500	7/26/2000			862			2.75
USGS	2087500	7/27/2000			612			2.27
USGS	2087500	7/28/2000			812			2.64
USGS	2087500	7/29/2000			2400			5.17
USGS	2087500	7/30/2000			3130			6.22
USGS	2087500	7/31/2000			2690			5.63
USGS	2087500	8/1/2000			2980			6.02
USGS	2087500	8/2/2000			4130			7.48
USGS	2087500	8/3/2000			4060			7.41
USGS	2087500	8/4/2000			3280			6.42
USGS	2087500	8/5/2000			3500			6.71
USGS	2087500	8/6/2000			2780			5.74
USGS	2087500	8/7/2000			2320			5.09
USGS	2087500	8/8/2000			2110			4.79
USGS	2087500	8/9/2000			2030			4.67
USGS	2087500	8/10/2000			2040			4.69
USGS	2087500	8/11/2000			1580			3.97
USGS	2087500	8/12/2000			1180			3.31
USGS	2087500	8/13/2000			1190			3.33
USGS	2087500	8/14/2000			1160			3.28
USGS	2087500	8/15/2000			640			2.31
USGS	2087500	8/16/2000			434			1.89
USGS	2087500	8/17/2000			383			1.78
USGS	2087500	8/18/2000			387			1.79
USGS	2087500	8/19/2000			414			1.84
USGS	2087500	8/20/2000			337			1.67
USGS	2087500	8/21/2000			649			2.32
USGS	2087500	8/22/2000			473			1.97
USGS	2087500	8/23/2000			318			1.63
USGS	2087500	8/24/2000			300			1.6
USGS	2087500	8/25/2000			302			1.6
USGS	2087500	8/26/2000			336			1.67
USGS	2087500	8/27/2000			308			1.61
USGS	2087500	8/28/2000			389			1.79
USGS	2087500	8/29/2000			389			1.79
USGS	2087500	8/30/2000			452			1.93
USGS	2087500	8/31/2000			679			2.4
USGS	2087500	9/1/2000			739			2.51
USGS	2087500	9/2/2000			556			2.15
USGS	2087500	9/3/2000			1440			3.72
USGS	2087500	9/4/2000			1430			3.73
USGS	2087500	9/5/2000			2610			5.48
USGS	2087500	9/6/2000			1070			3.13
USGS	2087500	9/7/2000			715			2.47
USGS	2087500	9/8/2000			863			2.75
USGS	2087500	9/9/2000			585			2.21
USGS	2087500	9/10/2000			441			1.91
USGS	2087500	9/11/2000			414			1.85
USGS	2087500	9/12/2000			393			1.8
USGS	2087500	9/13/2000			381			1.77
USGS	2087500	9/14/2000			390			1.79
USGS	2087500	9/15/2000			863			2.73
USGS	2087500	9/16/2000			429			1.88
USGS	2087500	9/17/2000			371			1.75
USGS	2087500	9/18/2000			374			1.76
USGS	2087500	9/19/2000			506			2.05
USGS	2087500	9/20/2000			458			1.94
USGS	2087500	9/21/2000			403			1.82
USGS	2087500	9/22/2000			382			1.77
USGS	2087500	9/23/2000			1030			2.99
USGS	2087500	9/24/2000			1210			3.35
USGS	2087500	9/25/2000			769			2.56
USGS	2087500	9/26/2000			4040			7.37
USGS	2087500	9/27/2000			1750			4.22
USGS	2087500	9/28/2000			917			2.85
USGS	2087500	9/29/2000			682			2.41
USGS	2087500	9/30/2000			546			2.13
USGS	2087500	10/1/2000			491			2.01
USGS	2087500	10/2/2000			465			1.96
USGS	2087500	10/3/2000			436			1.89
USGS	2087500	10/4/2000			415			1.85
USGS	2087500	10/5/2000			406			1.83
USGS	2087500	10/6/2000			393			1.8
USGS	2087500	10/7/2000			376			1.76
USGS	2087500	10/8/2000			359			1.72
USGS	2087500	10/9/2000			354			1.71
USGS	2087500	10/10/2000			353			1.71
USGS	2087500	10/11/2000			352			1.7
USGS	2087500	10/12/2000			347			1.69
USGS	2087500	10/13/2000			340			1.68
USGS	2087500	10/14/2000			327			1.64
USGS	2087500	10/15/2000			324			1.64
USGS	2087500	10/16/2000			325			1.64
USGS	2087500	10/17/2000			326			1.64
USGS	2087500	10/18/2000			324			1.64
USGS	2087500	10/19/2000			328			1.65
USGS	2087500	10/20/2000			322			1.63
USGS	2087500	10/21/2000			315			1.62
USGS	2087500	10/22/2000			315			1.62
USGS	2087500	10/23/2000			318			1.62
USGS	2087500	10/24/2000			313			1.61
USGS	2087500	10/25/2000			316			1.62
USGS	2087500	10/26/2000			313			1.61
USGS	2087500	10/27/2000			314			1.61
USGS	2087500	10/28/2000			310			1.6
USGS	2087500	10/29/2000			309			1.6
USGS	2087500	10/30/2000			308			1.6
USGS	2087500	10/31/2000			305			1.59
USGS	2087500	11/1/2000			303			1.59
USGS	2087500	11/2/2000			313			1.61
USGS	2087500	11/3/2000			307			1.6
USGS	2087500	11/4/2000			305			1.59
USGS	2087500	11/5/2000			313			1.61
USGS	2087500	11/6/2000			330			1.65
USGS	2087500	11/7/2000			329			1.65
USGS	2087500	11/8/2000			337			1.67
USGS	2087500	11/9/2000			342			1.68
USGS	2087500	11/10/2000			348			1.7
USGS	2087500	11/11/2000			342			1.68
USGS	2087500	11/12/2000			331			1.66
USGS	2087500	11/13/2000			333			1.66
USGS	2087500	11/14/2000			389			1.79
USGS	2087500	11/15/2000			556			2.15
USGS	2087500	11/16/2000			383			1.78
USGS	2087500	11/17/2000			353			1.71
USGS	2087500	11/18/2000			353			1.71
USGS	2087500	11/19/2000			356			1.71
USGS	2087500	11/20/2000			534			2.1
USGS	2087500	11/21/2000			476			1.98
USGS	2087500	11/22/2000			386			1.78
USGS	2087500	11/23/2000			361			1.73
USGS	2087500	11/24/2000			336			1.67
USGS	2087500	11/25/2000			379			1.76
USGS	2087500	11/26/2000			1160			3.27
USGS	2087500	11/27/2000			682			2.4
USGS	2087500	11/28/2000			504			2.04
USGS	2087500	11/29/2000			433			1.89
USGS	2087500	11/30/2000			398			1.81
USGS	2087500	12/1/2000			376			1.76
USGS	2087500	12/2/2000			363			1.73
USGS	2087500	12/3/2000			373			1.75
USGS	2087500	12/4/2000			368			1.74
USGS	2087500	12/5/2000			360			1.72
USGS	2087500	12/6/2000			357			1.72
USGS	2087500	12/7/2000			352			1.7
USGS	2087500	12/8/2000			330			1.65
USGS	2087500	12/9/2000			333			1.66
USGS	2087500	12/10/2000			363			1.73
USGS	2087500	12/11/2000			345			1.69
USGS	2087500	12/12/2000			319			1.63
USGS	2087500	12/13/2000			359			1.72
USGS	2087500	12/14/2000			333			1.66
USGS	2087500	12/15/2000			313			1.61
USGS	2087500	12/16/2000			296			1.57
USGS	2087500	12/17/2000			891			2.77
USGS	2087500	12/18/2000			809			2.65
USGS	2087500	12/19/2000			535			2.11
USGS	2087500	12/20/2000			513			2.06
USGS	2087500	12/21/2000			465			1.96
USGS	2087500	12/22/2000			431			1.88
USGS	2087500	12/23/2000			404			1.82
USGS	2087500	12/24/2000			376			1.76
USGS	2087500	12/25/2000			364			1.73
USGS	2087500	12/26/2000			334			1.66
USGS	2087500	12/27/2000			370			1.75
USGS	2087500	12/28/2000			361			1.73
USGS	2087500	12/29/2000			350			1.7
USGS	2087500	12/30/2000			353			1.71
USGS	2087500	12/31/2000			339			1.67
USGS	2087500	1/1/2001			332			1.66
USGS	2087500	1/2/2001			341			1.68
USGS	2087500	1/3/2001			334			1.66
USGS	2087500	1/4/2001			332			1.66
USGS	2087500	1/5/2001			335			1.66
USGS	2087500	1/6/2001			338			1.67
USGS	2087500	1/7/2001			338			1.67
USGS	2087500	1/8/2001			352			1.7
USGS	2087500	1/9/2001			392			1.8
USGS	2087500	1/10/2001			355			1.71
USGS	2087500	1/11/2001			344			1.69
USGS	2087500	1/12/2001			342			1.68
USGS	2087500	1/13/2001			339			1.67
USGS	2087500	1/14/2001			335			1.66
USGS	2087500	1/15/2001			339			1.67
USGS	2087500	1/16/2001			340			1.68
USGS	2087500	1/17/2001			330			1.65
USGS	2087500	1/18/2001			328			1.65
USGS	2087500	1/19/2001			337			1.67
USGS	2087500	1/20/2001			578			2.18
USGS	2087500	1/21/2001			689			2.42
USGS	2087500	1/22/2001			478			1.99
USGS	2087500	1/23/2001			420			1.86
USGS	2087500	1/24/2001			387			1.78
USGS	2087500	1/25/2001			375			1.76
USGS	2087500	1/26/2001			356			1.71
USGS	2087500	1/27/2001			354			1.71
USGS	2087500	1/28/2001			346			1.69
USGS	2087500	1/29/2001			340			1.68
USGS	2087500	1/30/2001			368			1.74
USGS	2087500	1/31/2001			459			1.95
USGS	2087500	2/1/2001			385			1.78
USGS	2087500	2/2/2001			357			1.72
USGS	2087500	2/3/2001			343			1.68
USGS	2087500	2/4/2001			337			1.67
USGS	2087500	2/5/2001			445			
USGS	2087500	2/6/2001			430			
USGS	2087500	2/7/2001			394			1.8
USGS	2087500	2/8/2001			363			1.73
USGS	2087500	2/9/2001			352			1.71
USGS	2087500	2/10/2001			353			1.71
USGS	2087500	2/11/2001			356			1.71
USGS	2087500	2/12/2001			355			1.71
USGS	2087500	2/13/2001			503			2.04
USGS	2087500	2/14/2001			483			2
USGS	2087500	2/15/2001			515			2.06
USGS	2087500	2/16/2001			447			1.92
USGS	2087500	2/17/2001			1070			3.05
USGS	2087500	2/18/2001			1250			3.42
USGS	2087500	2/19/2001			735			2.51
USGS	2087500	2/20/2001			583			2.21
USGS	2087500	2/21/2001			494			2.02
USGS	2087500	2/22/2001			494			2.02
USGS	2087500	2/23/2001			568			2.18
USGS	2087500	2/24/2001			487			2.01
USGS	2087500	2/25/2001			455			1.94
USGS	2087500	2/26/2001			487			2.01
USGS	2087500	2/27/2001			445			1.91
USGS	2087500	2/28/2001			416			1.85
USGS	2087500	3/1/2001			400			1.81
USGS	2087500	3/2/2001			389			1.79
USGS	2087500	3/3/2001			397			1.81
USGS	2087500	3/4/2001			1390			3.59
USGS	2087500	3/5/2001			1420			3.71
USGS	2087500	3/6/2001			1130			3.24
USGS	2087500	3/7/2001			1020			3.04
USGS	2087500	3/8/2001			922			2.86
USGS	2087500	3/9/2001			863			2.75
USGS	2087500	3/10/2001			819			2.67
USGS	2087500	3/11/2001			796			2.63
USGS	2087500	3/12/2001			524			2.08
USGS	2087500	3/13/2001			429			1.88
USGS	2087500	3/14/2001			384			1.78
USGS	2087500	3/15/2001			446			1.92
USGS	2087500	3/16/2001			604			2.25
USGS	2087500	3/17/2001			471			1.97
USGS	2087500	3/18/2001			423			1.87
USGS	2087500	3/19/2001			397			1.81
USGS	2087500	3/20/2001			396			1.8
USGS	2087500	3/21/2001			3550			
USGS	2087500	3/22/2001			3890			7.2
USGS	2087500	3/23/2001			1910			4.47
USGS	2087500	3/24/2001			1450			3.78
USGS	2087500	3/25/2001			1860			4.41
USGS	2087500	3/26/2001			2800			5.77
USGS	2087500	3/27/2001			2980			6.02
USGS	2087500	3/28/2001			3260			6.39
USGS	2087500	3/29/2001			2570			5.42
USGS	2087500	3/30/2001			4340			7.76
USGS	2087500	3/31/2001			2080			4.73
USGS	2087500	4/1/2001			3090			6.12
USGS	2087500	4/2/2001			4830			8.36
USGS	2087500	4/3/2001			2390			5.19
USGS	2087500	4/4/2001			1740			4.23
USGS	2087500	4/5/2001			1810			4.34
USGS	2087500	4/6/2001			2590			5.48
USGS	2087500	4/7/2001			3340			6.5
USGS	2087500	4/8/2001			3810			7.11
USGS	2087500	4/9/2001			3970			7.31
USGS	2087500	4/10/2001			3990			7.33
USGS	2087500	4/11/2001			3950			7.29
USGS	2087500	4/12/2001			4010			7.36
USGS	2087500	4/13/2001			4060			7.42
